ID,Country
ADHI_1087,United Republic of Tanzania
ADHI_1088,United Republic of Tanzania
ADHI_1089,United Republic of Tanzania
ADHI_1090,United Republic of Tanzania
ADHI_1091,United Republic of Tanzania
ADHI_1092,United Republic of Tanzania
ADHI_1093,United Republic of Tanzania
ADHI_1094,United Republic of Tanzania
ADHI_1095,United Republic of Tanzania
ADHI_1096,United Republic of Tanzania
ADHI_1097,United Republic of Tanzania
ADHI_1098,United Republic of Tanzania
ADHI_1099,United Republic of Tanzania
ADHI_1100,United Republic of Tanzania
ADHI_1101,United Republic of Tanzania
ADHI_1102,United Republic of Tanzania
ADHI_1103,United Republic of Tanzania
ADHI_1104,United Republic of Tanzania
ADHI_1105,United Republic of Tanzania
ADHI_1106,United Republic of Tanzania
ADHI_1107,United Republic of Tanzania
ADHI_1108,United Republic of Tanzania
ADHI_1109,United Republic of Tanzania
ADHI_1110,United Republic of Tanzania
ADHI_1111,United Republic of Tanzania
ADHI_1112,United Republic of Tanzania
ADHI_1113,United Republic of Tanzania
ADHI_1114,United Republic of Tanzania
ADHI_1115,United Republic of Tanzania
ADHI_1116,United Republic of Tanzania
ADHI_1117,United Republic of Tanzania
ADHI_1118,United Republic of Tanzania
ADHI_1119,United Republic of Tanzania
ADHI_1120,United Republic of Tanzania
ADHI_1121,United Republic of Tanzania
ADHI_1122,United Republic of Tanzania
ADHI_1123,United Republic of Tanzania
ADHI_1124,United Republic of Tanzania
ADHI_1125,United Republic of Tanzania
ADHI_1126,United Republic of Tanzania
ADHI_1127,United Republic of Tanzania
ADHI_1128,United Republic of Tanzania
ADHI_1129,United Republic of Tanzania
ADHI_1130,United Republic of Tanzania
ADHI_1131,United Republic of Tanzania
ADHI_1132,United Republic of Tanzania
ADHI_1133,Zambia
ADHI_1134,Namibia
ADHI_1135,United Republic of Tanzania
ADHI_1136,United Republic of Tanzania
ADHI_1137,United Republic of Tanzania
ADHI_1138,United Republic of Tanzania
ADHI_1139,United Republic of Tanzania
ADHI_1140,United Republic of Tanzania
ADHI_1141,United Republic of Tanzania
ADHI_1142,United Republic of Tanzania
ADHI_1143,United Republic of Tanzania
ADHI_1144,Morocco
ADHI_1145,Morocco
ADHI_1146,Morocco
ADHI_1147,Morocco
ADHI_1148,Morocco
ADHI_1149,Morocco
ADHI_1150,Morocco
ADHI_1151,Morocco
ADHI_1152,Morocco
ADHI_1153,Morocco
ADHI_1154,Morocco
ADHI_1155,Morocco
ADHI_1156,Morocco
ADHI_1157,Morocco
ADHI_1158,Morocco
ADHI_1159,Morocco
ADHI_1160,Botswana
ADHI_1161,Botswana
ADHI_1162,Botswana
ADHI_1163,Botswana
ADHI_1164,Botswana
ADHI_1165,Botswana
ADHI_1166,Botswana
ADHI_1167,Botswana
ADHI_1168,Botswana
ADHI_1169,Botswana
ADHI_1170,Botswana
ADHI_1171,Botswana
ADHI_1172,Botswana
ADHI_1173,Botswana
ADHI_1174,Botswana
ADHI_1175,Botswana
ADHI_1176,South Africa
ADHI_1177,Liberia
ADHI_1178,Cote d'Ivoire
ADHI_1179,Cote d'Ivoire
ADHI_1180,Cote d'Ivoire
ADHI_1181,Cote d'Ivoire
ADHI_1182,Cote d'Ivoire
ADHI_1183,Cote d'Ivoire
ADHI_1184,Zimbabwe
ADHI_1185,Zimbabwe
ADHI_1186,Zimbabwe
ADHI_1187,Zimbabwe
ADHI_1188,Zimbabwe
ADHI_1189,Zimbabwe
ADHI_1190,Zimbabwe
ADHI_1191,Zimbabwe
ADHI_1192,Zimbabwe
ADHI_1193,Zimbabwe
ADHI_1194,Zimbabwe
ADHI_1195,Zimbabwe
ADHI_1196,Zimbabwe
ADHI_1197,Zimbabwe
ADHI_1198,Zimbabwe
ADHI_1199,Zimbabwe
ADHI_1200,Zimbabwe
ADHI_1201,Zimbabwe
ADHI_1202,Zimbabwe
ADHI_1203,Zimbabwe
ADHI_1204,Zimbabwe
ADHI_1205,Zimbabwe
ADHI_1206,Zimbabwe
ADHI_1207,Zimbabwe
ADHI_1208,Zimbabwe
ADHI_1209,Zimbabwe
ADHI_1210,Zimbabwe
ADHI_1211,Zimbabwe
ADHI_1212,Zimbabwe
ADHI_1213,Zimbabwe
ADHI_1214,Zimbabwe
ADHI_1215,Zimbabwe
ADHI_1216,Zimbabwe
ADHI_1217,Zimbabwe
ADHI_1218,Zimbabwe
ADHI_1219,Zimbabwe
ADHI_1220,Zimbabwe
ADHI_1221,Zimbabwe
ADHI_1222,Zimbabwe
ADHI_1223,Zimbabwe
ADHI_1224,Zimbabwe
ADHI_1225,Zimbabwe
ADHI_1226,Zimbabwe
ADHI_1227,Zimbabwe
ADHI_1228,Zimbabwe
ADHI_1229,Zimbabwe
ADHI_1230,Zimbabwe
ADHI_1231,Zimbabwe
ADHI_1232,Zimbabwe
ADHI_1233,Zimbabwe
ADHI_1234,Zimbabwe
ADHI_1235,Zimbabwe
ADHI_1236,Zimbabwe
ADHI_1237,Zimbabwe
ADHI_1238,Zimbabwe
ADHI_1239,Zimbabwe
ADHI_1240,Zimbabwe
ADHI_1241,Zimbabwe
ADHI_1242,Zimbabwe
ADHI_1243,Zimbabwe
ADHI_1244,Zimbabwe
ADHI_1245,Zimbabwe
ADHI_1246,Zimbabwe
ADHI_1247,Zimbabwe
ADHI_1248,Zimbabwe
ADHI_1249,Zimbabwe
ADHI_1250,Zimbabwe
ADHI_1251,Zimbabwe
ADHI_1252,Zimbabwe
ADHI_1253,Zimbabwe
ADHI_1254,Zimbabwe
ADHI_1255,Zimbabwe
ADHI_1256,Zimbabwe
ADHI_1257,Zimbabwe
ADHI_1258,Zimbabwe
ADHI_1259,Zimbabwe
ADHI_1260,Zimbabwe
ADHI_1261,Zimbabwe
ADHI_1262,Zimbabwe
ADHI_1263,Zimbabwe
ADHI_1264,Zimbabwe
ADHI_1265,South Africa
ADHI_1266,Ghana
ADHI_1267,Ghana
ADHI_1268,Ghana
ADHI_1269,Ghana
ADHI_1270,Ghana
ADHI_1271,Ghana
ADHI_1272,Ghana
ADHI_1273,Chad
ADHI_1274,Chad
ADHI_1275,Zambia
ADHI_1276,Zambia
ADHI_1277,Zambia
ADHI_1278,Zambia
ADHI_1279,Zambia
ADHI_1280,Zambia
ADHI_1281,Zambia
ADHI_1282,Zambia
ADHI_1283,Zambia
ADHI_1284,Zambia
ADHI_1285,Zambia
ADHI_1286,Zambia
ADHI_1287,Zambia
ADHI_1288,Zambia
ADHI_1289,Zambia
ADHI_1290,Zambia
ADHI_1291,Zambia
ADHI_1292,Zambia
ADHI_1293,Zambia
ADHI_1294,Zambia
ADHI_1295,Zambia
ADHI_1296,Zambia
ADHI_1297,Ethiopia
ADHI_1298,Ethiopia
ADHI_1299,Ethiopia
ADHI_1300,Ethiopia
ADHI_1301,Ethiopia
ADHI_1302,Ethiopia
ADHI_1303,Zambia
ADHI_1304,Zambia
ADHI_1305,Zambia
ADHI_1306,Zambia
ADHI_1307,Zambia
ADHI_1308,Zambia
ADHI_1309,Zambia
ADHI_1310,Zambia
ADHI_1311,Zambia
ADHI_1312,Zambia
ADHI_1313,Zambia
ADHI_1314,Zambia
ADHI_1315,Zambia
ADHI_1316,Zambia
ADHI_1317,Zambia
ADHI_1318,Zambia
ADHI_1319,Zambia
ADHI_1320,Zambia
ADHI_1321,Zambia
ADHI_1322,Zambia
ADHI_1323,Zambia
ADHI_1324,Zambia
ADHI_1325,Zambia
ADHI_1326,Zambia
ADHI_1327,Zambia
ADHI_1328,Zambia
ADHI_1329,Zambia
ADHI_1330,Zambia
ADHI_1331,Zambia
ADHI_1332,Zambia
ADHI_1333,Zambia
ADHI_1334,Zambia
ADHI_1335,Zambia
ADHI_1336,Zambia
ADHI_1337,Zambia
ADHI_1338,Zambia
ADHI_1339,Zambia
ADHI_1340,Zambia
ADHI_1341,Zambia
ADHI_1342,Zambia
ADHI_1343,Zambia
ADHI_1344,Zambia
ADHI_1345,Zambia
ADHI_1346,Zambia
ADHI_1347,Swaziland
ADHI_1348,Swaziland
ADHI_1349,Swaziland
ADHI_1350,Swaziland
ADHI_1351,Swaziland
ADHI_1352,Swaziland
ADHI_1353,Swaziland
ADHI_1354,Swaziland
ADHI_1355,Swaziland
ADHI_1356,Swaziland
ADHI_1357,Swaziland
ADHI_1358,South Africa
ADHI_1359,South Africa
ADHI_1360,Swaziland
ADHI_1361,Swaziland
ADHI_1362,Swaziland
ADHI_1363,Swaziland
ADHI_1364,Swaziland
ADHI_1365,Swaziland
ADHI_1366,Swaziland
ADHI_1367,Swaziland
ADHI_1368,Swaziland
ADHI_1369,South Africa
ADHI_1370,Swaziland
ADHI_1371,South Africa
ADHI_1372,South Africa
ADHI_1373,Swaziland
ADHI_1374,Swaziland
ADHI_1375,Swaziland
ADHI_1376,Swaziland
ADHI_1377,South Africa
ADHI_1378,Swaziland
ADHI_1379,Guinea
ADHI_1380,Guinea
ADHI_1381,Guinea
ADHI_1382,Angola
ADHI_1383,Angola
ADHI_1384,Angola
ADHI_1385,Angola
ADHI_1386,Angola
ADHI_1387,Benin
ADHI_1388,Benin
ADHI_1389,Benin
ADHI_1390,Benin
ADHI_1391,Democratic Republic of the Congo
ADHI_1392,Central African Republic
ADHI_1393,Nigeria
ADHI_1394,Niger
ADHI_1395,Nigeria
ADHI_1396,Nigeria
ADHI_1397,Nigeria
ADHI_1398,Nigeria
ADHI_1399,Nigeria
ADHI_1400,Nigeria
ADHI_1401,Nigeria
ADHI_1402,Nigeria
ADHI_1403,Nigeria
ADHI_1404,Nigeria
ADHI_1405,Nigeria
ADHI_1406,Nigeria
ADHI_1407,Nigeria
ADHI_1408,Nigeria
ADHI_1409,Nigeria
ADHI_1410,Nigeria
ADHI_1411,Nigeria
ADHI_1412,Nigeria
ADHI_1413,Nigeria
ADHI_1414,Nigeria
ADHI_1415,Nigeria
ADHI_1416,Nigeria
ADHI_1417,Nigeria
ADHI_1418,Mozambique
ADHI_1419,Mozambique
ADHI_1420,Mozambique
ADHI_1421,Mozambique
ADHI_1422,Mozambique
ADHI_1423,Mozambique
ADHI_1424,Mozambique
ADHI_1425,Mozambique
ADHI_1426,Mozambique
ADHI_1427,Mozambique
ADHI_1428,Mozambique
ADHI_1429,Mozambique
ADHI_1430,Mozambique
ADHI_1431,Mozambique
ADHI_1432,Mozambique
ADHI_1433,South Africa
ADHI_1434,Malawi
ADHI_1435,Malawi
ADHI_1436,Malawi
ADHI_1437,Malawi
ADHI_1438,Malawi
ADHI_1439,Malawi
ADHI_1440,Malawi
ADHI_1441,Malawi
ADHI_1442,Malawi
ADHI_1443,Malawi
ADHI_1444,Malawi
ADHI_1445,Malawi
ADHI_1446,Malawi
ADHI_1447,United Republic of Tanzania
ADHI_1448,Malawi
ADHI_1449,Malawi
ADHI_1450,Malawi
ADHI_1451,Malawi
ADHI_1452,Malawi
ADHI_1453,Malawi
ADHI_1454,Malawi
ADHI_1455,Malawi
ADHI_1456,Malawi
ADHI_1457,Malawi
ADHI_1458,Malawi
ADHI_1459,Malawi
ADHI_1460,Malawi
ADHI_1461,Malawi
ADHI_1462,Malawi
ADHI_1463,Malawi
ADHI_1464,Malawi
ADHI_1465,Democratic Republic of the Congo
ADHI_1466,Democratic Republic of the Congo
